review,sentiment_predicted
"O notebook é de excelente qualidade e desempenho. O serviço das lojas <empresa> foi excelente, o produto chegou mais rápido que o previsto.
",positive
"Excelente produto, com desempenho maravilhoso. Com certeza acertei na compra.
",positive
"Muito ruim trava usei 5 vezes e agora não liga mais
",negative
"Gostei do produto, superou as expectativas, parabéns.
",positive
"Não preciso de grandes recursos porém não queria um computador que fosse defasado. Liga rápido e de fácil entendimento no primeiro uso.
",positive
"O produto possui excelente desempenho representando ótima relação custo benefício.
",positive
"Levissímo, super estiloso e com ótimas funções. Super recomendo!
",positive
"Muito prático e fácil de usar.  Além disso o equipamento  é   leve e com designer muito interessante.
",positive
"Gostei muito remcomdo produto de ótima qualidade show de bola
",positive
"""Estou com o PC a poucos dias e não tive nenhum problema. Notebook liga extremamente rápido, tem uma assistente eletrônica que auxilia bastante nas dúvidas e pesquisas. É mais bonito do que na foto, com certeza. Enfim, cumpre o esperado para um PC com essas configurações e possui diversos """"plus"""" do fabricante, por isso, recomendo.""
",positive
"Com duas semanas de uso o produto tem se mostrado eficiente, bateria chega a durar por muitas vezes até bem mais do que as 7h que o especificado, é bem silencioso, rápido (removi alguns programas que não servem para nada a não ser deixar a inicialização lenta),  instalei GTA 5 e roda muito bem, tem entrada para instalação de ssd m.2, áudio acima da média. Único problema que encontrei foi em relação a tela possuir o branco amarelado e isso atrapalha muito pra quem edita fotos, entrei em contato com a acer a qual afirmou que isso era normal, espero não precisar do suporte deles pois tem um péssimo atendimento. A <empresa> me atendeu super bem e resolveu trocar mas preferi ficar com o notebook pois procurando no youtube vi que é possível melhorar a qualidade da tela fazendo a calibração do vídeo. Entrega foi super rápida.
",positive
"O produto é muito bom, mais é meio lento para algumas coisa!
",negative
"Para usuários com poucas necessidades,  este notebook é ótimo.
",positive
"Recomendo com certeza, muito bem nas tarefas do dia a dia.
",positive
"O produto é  bom, só  demorou um pouco mais pra chegar, mas está  tudo muito bom.
",positive
"O not é muito bom, mas axo que a tampa que fecha ele deveria ser mais firme, quando coloco ele em uma posição que não seja de uso a tampa fica semi aberta, parecendo que tem uma mola que ta com defeito. fora isso é bom.
",negative
"Tudo o que eu esperava, por um preço que vale. Resta saber a durabilidade.
",positive
"Para as configurações apresentadas e realização de tarefas diárias e estudo universitário atende muito bem as expectativas.
",positive
"Comprei e uso o computador há cerca de 1 mês e sábado ele simplesmente não ligou. Agora me vem o transtorno de ter que ir atrás de garantia, sair no horário de trabalho pra levar em assistência e ainda correr o risco de perder todos os documentos que estavam no computador. Até falaria que é o barato que vai sair caro, mas 1000 reais pra mim faz diferença, então não é barato pela péssima qualidade.
",negative
"Quem precisa de um computador que seja realmente para trabalho, que é o meu caso, não deixa a desejar em nada.
",positive
"comprei o produto no dia 24/04 e ate agora nao me entregaram sendo que optei por pagar pelo frete expresso , total desrepeito com o consumidor !!
",negative
"Muito lento, Não faz nem um mês que comprei e não baixei nada e já diz que não tem espaço para atualizar
",negative
"Bom acabamento, bom desempenho, bom prazo de entrega, estou satisfeito.
",positive
"Produto em perfeitas condições e entrega antecipada.
",positive
"Comprei pela confiança na marca Dell. E até agora não tem me decepcionado. Lindo e eficiente.
",positive
"Otimo e muito lindo mas o envio te que ser mas rápido
",negative
"A Bateria nao funciona e ate hoje espero a troca.. ja faz algumas semanas e nao aparece o tecnico da dell pra agendar
",negative
"Perfeito, com exceção de ser fino demais, então acaba esquentando quando vc usa algo mais pesado, como um jogo no máximo. Mas provavelmente vc vai estar em casa e deveria estar usando um cooler externo ou um suporte com cooler. Resolve.  O custo benefício daria uns 9.8. Meio caro, mas vale totalmente a pena. Difícil achar um note com o mesmo hardware por menos de 5k, mesmo montando. E já vem com tudo, então basta usar. E levar por aí, pq com 2kg e fino desse jeito, vc nem sente na mochila
",positive
"Excelente custo beneficio já que é mais barato por vir com linux(Satux linux). O código de rastreio não funcionou nenhuma vez e quando vi o produto já estava chegando, mas fora isso o produto é de qualidade e vale a pena.
",positive
"Comprei o notebook a mais de 20 diass e ainda não foi gerada nem a nota fiscal!
",negative
"Achei muito leve, excelente processador,  Chegou perfeito e antes do prozo combinado. Super recomendo.
",positive
"Ele tem o processador Linux e não consigo usar para algumas funções de estudo. Tentei por varias vezes entrar em contato com a Positivo e com o seguro para saber se posso mudar de Linux para Windows porém não consigo contato.  Infelizmente esta sem muito uso, pois não tem as mesmas funções do Windows e os programas do portal da faculdade não roda bem com esse processador.
",negative
"Produto muito bom preço benefício Anericanas está de parabéns chegou antes do previsto
",positive
"Leve, prático, comprei para estudar. Estou gostando muito! Chegou bem antes da data prevista!
",positive
"excelente para o uso trabalho e para jogos pesados
",positive
"As lojas <empresa> não está cumprindo prazos, não como antes quando o serviço era impecavel. Não recomendo comprar nesta loja, sobre o notebook nem sei, não recebi ainda
",negative
"Por enquanto não estou tendo problemas. Meu uso é cotidiano e a máquina é responsiva. A única coisa que não gosto é a qualidade da tela. Apesar de ser Full HD, o visor tem brancos muito fortes, e os ângulos de visão são reduzidos. Tem que ficar o tempo todo ajustando a tampa pra obter uma visualização adequada. A bateria dura bastante se usar os modos de economia da Samsung. O teclado é bom. E nem da pra escutar o ventilador rodando. Super silencioso. O que gostei muito é que ele vem um um atualizador de drivers e bios, deixando sempre o pc atual. Recomendo o produto.
",positive
"Comprei um notebook DELL em fevereiro de 2018, exatamente pela certeza de estar comprando algo de qualidade, paguei mais caro por isso, más para minha negativa surpresa, o meu notebook STI (dualcore) de 8 anos de uso tem um melhor desempenho que este I5 da DELL, vi que existem diversas outras reclamações no mesmo teor junto ao RECLAME AQUI e todas versando as mesmas dificuldades e insatisfações com o produto e com o pos-venda,  Desta forma registro aqui minha decepção com a DELL e seu produto e aguardo resolução o mais rápido possivel.     OBS: DIGO PARA TODOS OS CONSUMIDORES QUE PENSAM EM COMPRAR ESTE NOTEBOOK, EU PESQUISEI ANTES E VI ALGUMAS RECLAMAÇÕES, PENSEI QUE ERAM CASOS ISOLADOS, MÁS COMPREM OUTRA MARCA OU PELO MENOS ARRISQUEM EM OUTRA SERIE DE NOTEBOOKS, ESSE É UM LIXO.
",negative
"O notebook tem ótimo desempenho e atende às minhas necessidades, exceto por não possuir driver de cd e dvd. Tirando isso, gostei muito, ele é muito lindo!
",positive
"""até atende as necessidades mas achei ele meio frágil e meio """"podre"""" por dentro""
",negative
"O notebook chegou antes do prazo, e ele veio perfeito sem defeito nenhum, recomendo.
",positive
"Perfeito. Trabalho online, jogo online. Fácil intalação fácil acesso. Tela grande muito boa, leve fácil de carregar. Só tenho elogios para fazer.
",positive
"COMPREI QUANDO MENOS ESPERA  UM PIXEL NA TELA  E RUIM QUE ATRAPALHA
",negative
"Notebook que atende às expectativas de usuários que o utilizam para pesquisar e produzir e editar documentos e planilhas.
",positive
"como sempre amo comprar na <empresa> entrega antes do prazo parabéns.
",positive
"Antes de comprar olhei no site e consta que eles tem driver para windows 7 64 bits, porem ao instalar outro sistema operacional, não reconhece os drivers  de wifi nem de USB.  Entrei em contato com o suporte e o mesmo informou que o que ta lá é o que tem ,  e que não podiam fazer nada!   É complicado uma empresa que fabrica os aparelhos fala que tem os drivers, mas não tem.
",negative
"Produto correspondeu as expectativas. A entrega foi antes da data prevista.
",positive
"Produto otimo e com designer maravilhoso, é super eficiente e roda jogos bem pesados. Aprovado!
",positive
"É  uma bela máquina. Preço bom. Atendeu perfeitamente.
",positive
"Notebook rápido, posso deixar várias janelas abertas e mexer em todas sem problemas! Só travou uma vez desde a compra, por motivos que ainda não descobri, mas só reiniciei e não tive mais problemas! Estou usando o note a aproximadamente dois meses, e estou muito satisfeita com sua performance!
",positive
"Uso mais para pesquisa e para trabalhos da faculdade, e estou muito satisfeita com o notebook! É rápido, não é muito grande (bom para transportar) nem pequeno demais. A bateria dura bastante tempo e carrega rápido. Só achei ele pesado.. mas não influencia na minha opinião sobre o notebook. Recomendo!
",positive
"produto muito bom, e muito rapido a entrega eu recomendo.
",positive
"Gostei muito do produto. Leve, pequeno, bonito, não esquenta e boa bateria.  Bom desempenho para o essencial. Para jogos mais simples, atende bem.
",positive
"Eu gostei do serviço da maneira façil de comprar sem ter que sair de casa .e a entrega também foi bem rápida parabéns.e eu recomendo
",positive
"Comprei estou bastante satisfeito recomendo só estranhei um ant-viros que tinha comprado, ficava travando mas troquei o ant-viros aí ficou ótimo os produtos da samsung são ótimos tenho vários.recomendo.
",positive
"Até agora correspondeu a expectativa.  Acabamento fino. Estou gostando muito até agora!!
",positive
"Comprei este notebook para substituir um Asus cansado de prestar bons serviços (mas ainda funcionando, tanto que irá para minha filha). Embora ainda com poucos programas instalados por mim, o Samsung trava a todo instante. Desinstalei o antivírus McFee que veio instalado, temendo que houvesse conflito com o Defender. De nada adiantou. Suspeito que haja tantos programas inúteis para mim instalados que o desempenho seja muito baixo. Involuímos.
",negative
"Ótimo custo beneficio, uso diariamente para trabalhar externamente e achei excelente: bateria, peso e velocidade. Fiquei totalmente satisfeito com à compra.
",positive
"""Notebook Samsung Essentials E34 Intel Core i3 4GB 1TB Tela LED FULL HD 15.6"""" Windows 10 - Branco  www.magazinevoce.com.br/magazinevendarapido/""
",positive
"Produto muito bom, pena que a entrega deu uma boa atrasada, tirando isso, tudo certo
",positive
"O notebook n passa confiança,  temos a impressão que a qqr momento ele pode dar defeito, parece que foi feito nesse intuito,  n colocaram nada de qualidade nele. Por enquanto funcionando,  mas em uma vez demorou muito para ligar.
",negative
"Amei a cor,design, entrega super rápida. Usei pouco mais, gostei muito!!!
",positive
"Ótimo produto. Chegou antes do programado. Super recomendo.
",positive
"Com 43 dias de pouco uso, deu defeito, tentei trocar ou devolução do dinheiro mas não estou conseguindo. Comprei no Shoptime.
",negative
"Bom custo/benefício. Satisfaz para atividades corriqueiras.
",positive
"Ideal para a utilização de programas como o arcgis e Qgis. Utilizo imagens pesadas para as atividades de geoprocessamento, e o notebook sustenta toda esta demanda. Ainda não utilizei o notebook para jogos, mas creio que rode muito bem!
",positive
"É muito bom, chega antes do prazo estabelecido e atende minhas necessidades.
",positive
"mal chegou e ja chegou estando com vários problemas, um dele era a tela que estava com problema, não recomendo essa bomba pra ninguém, péssimo produto
",negative
"Trava muito.  Usa 3.0 não presta para HD externo, na transferência de ficheiros superior a 1,8 gb ela desconecta o dispositivo constantemente. Da muito bug no sistema, necessitando constante inicialização.  Não possui led para tecla capslook, vc tem que problemas na hora de digitar senhas.  Resumo da ópera quem compra vai passar raiva.
",negative
"Ótimo produto,me surpreendeu com tamanha qualidade
",positive
"Produto maravilhoso, chegou mto antes da data prevista, estou amando.
",positive
"Quero meu dinheiro se volta. Só isso!! Seu parceiro não me entregou o produto. To em processo de devolução do meu dinheiro.  E vcs sabem disso!!
",negative
"Não recebi produto. Depois de uma espera de 38 dias, pedi o cancelamento, pois já tinha passado o passo de entrega. Um descaso do consumidor, por colocar lojas parceiras que não cumprem corretamente com o consumidor.
",negative
"Recomendo, excelente atende minhas necessidades. Pra quem precisa de um notebook intermediário é uma boa opção.
",positive
"Comprei o produto considerando a marca Dell, porém não gostei, inicialização muito lenta e agora que completou os 12 meses da garantia, o produto começou apresentar falhar. Arrependimento total!!! Não compre, Dell só tem nome.
",negative
"amei, e quem comprar vai se apaixonar, tinha muito medo de comprar pela internet, mas vi que é muito seguro.
",positive
"Atendeu minhas necessidades um ótimo produto e a entrega muito rápida
",positive
"Material do produto parece descartável, pelo preço e pela marca se esperava algo melhor, a carcaça da impressão que é ressecado o plastico, tem que ter muito cuidado no manuseio para não danificar o produto, comprei e me arrependi, fazer o que né... agora engoliar o sapo e torcer pra não dar problema, tenho um sony vaio que já esta comigo em uso há quase 11 anos, material super resistente já caiu no chão e ta inteiro.... já esse aqui.... nem precisa cair no chão o simples fato de abrir a tela já corre o risco de danificar então fica a dica todo cuidado é pouco.
",negative
"netbook  muito ruim pequeno programação ruim  windo 10 muito ruim.
",negative
"OTIMO PRODUTO CHEGOU ANTES DA DATA TUDO CERTO.. PRAZO RESPEITADO E PRODUTO MUITO BOM, OTIMO CUSTO BENEFICIO
",positive
"Muito ruim não compre propaganda enganosa nxkskowoksnxxnnxncjcmd Nxjxnnxxxnxnxnncncmckmcc Dnxjxkcmmxmxmddd
",negative
"não recebi ainda, não tenho como avaliar, comprei para ser entregue em 36 dias e após a compra e o pagamento fui informada da mudança da entrega para praticamente 60 dias.
",negative
"Recomendo o produto Samsung Notebook e a entrega foi feita dentro do prazo.
",positive
"chegou super rápido, estou mega feliz, porque me entregaram em menos de dez dias mesmo com a previsão só pro dia 16 de junho recomendo demais
",positive
"gostei muito do produto, pena que não vem com o pacote da microsoft
",positive
"aparelho maravilhoso, entrega rápida parabéns estou muito satisfeita.
",positive
"Eu adorei, a tela é grande e não é dificil de utilizar
",positive
"Por esse motivo esse produto e de péssima qualidade  eu paguei à vista 2.063.99, só deu prazo de garantia consumidor, achando que fez uma boa compra , quero um reparação deste produto   deu problema no HD e bateria.  Atenciosamente:  Edilma  Sena.
",negative
"Possui um excelente desempenho, realmente um produto de boa qualidade, lindo design, leve e atende a todas as minhas necessidades de estudo, ótimo também para o trabalho.
",positive
"Recomendo o produto notebook de excelente qualidade...
",positive
"Entrega dentro do prazo, produto de excelente qualidade, recomendo
",positive
"Pela primeira vez estou insatisfeita com uma compra nas lojas <empresa>! Paguei por um produto novo e foi me reenviado um reembalado! Não recomendo!
",negative
"Produto excelente, uma ótima aquisição. Comprei para meus sobrinhos que estão amando o produto. Atendeu as expectativas.
",positive
"Achei um pouco lento para a configuração, que comprei. Esperava uma velocidade melhor.
",negative
"Otimo de se trabalhar, simples, duravel e facil de formatar. E quem é o acefalo q em pleno 2018 quer colocar windows 7 num notebook com hardware anos na frente?
",positive
"Atendeu as minhas expectativas, desagner moderno, entrega antes do programado como sempre...   Parabéns <empresa>
",positive
"FOI 4 vezes para assistencia em menos de um ano e é  a 5 vez que estragou e atendente nao quis receber aparelho novamente estou aqui com computador estragado e botei GARANTIA ESTENDIDA PELA <empresa> E AI QUEM VAI RESOLVER MEU PROBLEMA?
",negative
"O produto foi entregue e está sendo usado sem problema.
",positive
"Produto muito bom, mas o hd que vem de fábrica é lento, precisei comprar um ssd para não ter problema de velocidade.
",negative
"produto muito bom, porem, na opção com linux deveria vir outro SO ao inves do Mandriva,por exemplo, Ubuntu ou mint
",negative
"Trabalho com fotografia, e para minhas edições uso programas com lihgtroom. Esse note cumpre bem o propósito. Lindo, eficiente e bom preço. Terminando de pagar esse comprarei mais um
",positive
"Para trabalhos domésticos, lazer e consultas escolares.
",positive
"Comprei a pouco tempo, mas o produto é muito bom, ele é super leve e compacto, apesar de ter uma tela de 14’. A entrega foi extremamente rápida.
",positive
"Sorte que comprei em um site seguro. Devolvi o produto é fui ressarcido o valor pago. <empresa> me garantiu a devolução .
",negative
"Produto excelente , ótimo para estudos , chegou antes do prazo
",positive
"Meu primeiro notebook e eu amei , essa marca é a melhor , recomendo , coloca sony no bolso
",positive
"Recomendo à todos, ótimo produto. Estou muito satisfeito!
",positive
"O produto é excelente, sem contar com a entrega, chegou aqui na minha casa com 10 dias de antecedência.  Ótimo Produto.
",positive
"Ótimo produto, entrega muito rápida e o preço  está ótimo, gostei muito.O site é bem simples e bem funcional!!
",positive
"O produto é ótimo, o maior problema encontrado são as atualizações que levam quase 24h para serem completadas. Realmente se for para uso imediato atrapalha. Quanto a funcionalidade até agora dentro do esperado.
",negative
"Atende aos objetivos por sua portabilidade e recursos
",positive
"O produto n chegou em minha residência já vai fazer 30 dias pós compra. Então n pode ser avaliado. No site das <empresa> já fiz várias reclamações e n surtiu efeito. No último contato de vcs a atendendo informou q estava procurando o produto junto com a transportadora ou seja esta perdido?? varios prazos foram pedido por vcs e n foi cumprido. Eu vou esperar até o dia 20/05 caso n chegar entrarei com uma ação por n entrega e por n devolver o valor pago. Essa foi a mimha primeira compra c vcs Não recomendo pra ninguém pela demora na entrega, pela resposta demorada nas reclamações, por n cumprir com o prazo, por n ter contato c a transportadora. Por prometer um prazo enganoso no anúncio entre vários outros. Não vou nem agradecer  no fim dessa mensagem para vcs entenderem o nível de insatisfação q estou. Há faltou eu informar q fui na filial no cabo de Santo Agostinho Onde o produto esta mas foi negado a entrega mesmo estando esse tempo todo atrasado.
",negative
"Cumpriu as funcionalidades descritas no site. O notebook é leve e prático para ser transportado. Boa capacidade de memória.
",positive
"O suso a um mês, e o segredo é desinstalar o windows 10 original e instalar novamente, já que não aceita outros,  assim vai dar pra instalar novos programas e ainda sobra cerca de 10 gb de espaço, aí funciona normalmente. Outras opções e usar cartão de memória e HD externo, Mas não recomendo pars quem procura um note razoável.
",negative
"""Chegou dentro do prazo, e em perfeito estado. Atende bem as minhas necessidades. É leve e com uma memória que serve bem aos meus objetivos. As vezes tenho a impressão que o cursor mouse """"some"""" por rápidos instantes, mas nunca tive problemas. Uma pena que não venha com windows """"fixo"""", vem apenas com o de teste por 30 dias e depois é preciso comprar ou formatar com nova instalação. Indico o produto.""
",positive
"Ele também tem leitor de cartão de memória,coisa que não é citada aí.
",positive
"Esse produto nao recomendo niguem comprar so conseguir usar ele quatro dias dai ele nao fucionol mais ja liguei pra empresa responsavel ficaram de mim retornar a ligacao e ate agora nada to com o notebook em casa quebrado quero uma providencia desde ja
",negative
"gostei muito do produto não tenho o reclamar o meu filho esta muito feliz
",positive
"Ótimo note pra quem quer apenas trabalhar, acessar a internet e de quando em vez assistir algum filme; pra estas tarefas ele executa tudo muito bem. Como é um note de entrada o processador Celeron deixa um pouco a desejar mas ainda assim é um ótimo aparelho ´para as funções comuns. Recomendado.
",positive
"Produto lindo e versátil. Atendeu as espectativas. Faltou só reprodutor de DVD... No mais de boa tecnologia.  Entrega antes do previsto, bem embalado. Qualidade da <empresa>
",positive
"Ótimo custo benefício. Só tive que formatar para ficar mais rápido.
",positive
"O notebook veio com defeito, não ligava, acessando direto a BIOS. Desse modo, tive que devolvê-lo e comprei um novo da marca Dell, esse sim de ótima qualidade.
",negative
"Venho por meio deste demonstrar minha insatisfação com este produto. Comprei com o intuito de usar como ferramenta de trabalho, acreditando que era o melhor produto de sua categoria mais fui surpreendido pela péssima qualidade. O computador trava constantemente, é muito lento e pesado e as vezes o windows nem carrega ou dá pane. Receio pelos inúmeros arquivos que tenho salvo no computador, que hoje é o servidor do meu escritório de contabilidade, onde guardo todos os dados dos meus clientes nele.
",negative
"Não posso avaliar o produto, motivo que foi enganado pela a loja <empresa>,o produto não foi entregue, foi comprado e pago Estou aguardando uma resposta com urgência. Atenciosamente:
",negative
"Tivemos que reentalar várias vezes o Windows 10 e por consequência os demais programas e arquivos
",negative
"Notebook excelente, não trava. Foi entregue perfeitamente. Por um erro meu, o correio voltou o produto para o remetende e o rapaz da empresa SÓ LEDS foi muito atencioso e me entregou este notebook maravilhoso rapidamente.  Estou muito satisfeita.
",positive
"GENTE! eu recomendo muito, o produto chegou antes da data e o melhor, é maravilhoso, lindo e moderno.
",positive
"produto excelente e chegou muito antes da data marcada
",positive
"pensei q a marca dell ia ser melhor , notebook muito lento p inicar , no começo trava muito ate carrregar para começar a navegaçao na net ,, lento p tdo , ate p baixar volume ou qlqer funçao clicada demora muito , nao vale apena ,,
",negative
"Está em atraso produto não chegou espero que resolvam logo esse problema Urgentemente é um descaso
",negative
"Com dias d uso a tela ficou escura, ao aumentar maximo brilho ficava piscando, mais 1 semana d assistencia tecnica, estou indo buscar, espero que tenham resolvido d vdd.
",negative
"Este é o terceiro notebook que possuo desta marca e agora estou totalmente insatisfeito. O produto apagou totalmente e fui obrigado a formatar novamente onde perdi todos os meus arquivos e programas. Recentemente deu defeito no teclado onde estou tendo dificuldades em digitar pois algumas teclas quando usadas repetem varias vzs e para piorar a situação não consigo achar Assistência Técnica Autorizada em minha cidade (Belém-Pa) para efetuar o conserto pois o mesmo ainda está na garantia.
",negative
"Notebook está funcionando perfeito e dentro das expectativas, por outro lado o ato da compra via <empresa> foi uma decisão correta, tudo ocorreu dentro do esperado, desde as informações iniciais sobre o pedido até a entrega, dentro do prazo e com o produto bem acondicionado na embalagem
",positive
"Ótimo note, entrega super rápida bem antes do que esperava.
",positive
"Produto conforme o esperado e muito compacto, super recomendo para quem quer um notebook intermediário!
",positive
"<empresa>, como posso atender a solicitação de avaliação de um produto que já fiz o pagamento à 30 dias e ainda não me foi entregue? O produto é muito bom, pois tenho um conhecido que usa, mas a entrega demora mais que importar da China!
",negative
"Máquina muito boa mais está apresentando um defeitinho (Listra no meio da tela de fora a fora)
",negative
"Prático para o dia-a-dia, por pesar cerca de 1,7kg e ter uma bateria boa, que dispensa levar o carregador. O processamento dá conta de sofwares de edição de vídeo, coisa que os notes de 1,2kg (chromebook, por exemplo) não dão conta.
",positive
"Por ser windows 10 e eu estava acostumada com o 7, ainda estou aprendendo a mexer nele, achei um pouco lento, porém pra minhas necessidades funciona super bem.
",positive
"O notebook é muito bonito e leve. A bateria tem boa duração. Serve para navegar e usar office, mas às vezes dá umas travadinhas. Em geral achei o processador muito fraco. Comprei por 999,00 na blackfriday. Então teve um bom custo benefício. Vou vender e comprar outro no mínimo um core i3.
",negative
"Ótimo Custo Benefício. Vale a pena o valor pago e a praticidade no tamanho para mobilidade.
",positive
"Não sei , pois o prazo de receber era até dia 07/05/2018 e até o presente momento nem como reclamar     Super insatisfeita quero meu dinheiro de volta , me sentindo ludibriado   Sempre compro no site das <empresa> por confia , por acha que é seguro   Paguei mais caro por prazo mais curto na entrega  Não consigo acompanha o produto pq só fica atualizando em fim   Super insatisfação
",negative
"NÃO RECEBI O PRODUTO ATÉ AGORA NÃO RECEBI O PRODUTO ATÉ AGORANÃO RECEBI O PRODUTO ATÉ AGORANÃO RECEBI O PRODUTO ATÉ AGORANÃO RECEBI O PRODUTO ATÉ AGORANÃO RECEBI O PRODUTO ATÉ AGORAvvvNÃO RECEBI O PRODUTO ATÉ AGORa
",negative
"Acertei na escolha do Computador. Excelente (funcionalmente e esteticamente).
",positive
"Há mais de um mês que efetuei a compra e ainda nem recebi o produto. Péssimo serviço de transportadora. A <empresa> caiu e muito o conceito de prestação de serviços. Pensarei bastante antes de realizar uma nova compra. A entrega fica muito a desejar. Quanto ao produto, se ainda receber, terei como avaliar. Mas se for algo de urgência, não comprem. Transportadora sem compromisso, não atualiza status e demora uma eternidade.
",negative
"Não posso avaliar o produto pq ainda não recebi. E até agora não me deram nenhuma posição.
",negative
"Ainda não recebi esse produto é até agora não obtive nenhuma resposta
",negative
"Estou muita chateada e vou correr atrás dos meus direitos, Comprei com uma configuração venho com uma inferior ,reclamei mandaram devolver que entregaria outro e me entregaram com a mesma configuração.
",negative
"Dei de presente pro meu filho que está na faculdade, ele ficou fascinado com o notebook...excelente design, sofisticado. Me deu ate vontade de comprar um pra mim. A nossa única preocupação é que ele é branco e não tem textura lisa mas rugosa, creio dificultando a limpeza. Mas ele é muito lindo branco.
",positive
"LINDO...MARAVILHOSO E ATENDENEU MINHAS ESPECTATIVAS!!
",positive
"Comprei para o meu filho, ele está adorando, tudo funcionando perfeitamente, além de ser lindo e a entrega foi realizada antes do prazo previsto.
",positive
"Já são mais de 10 dias de atraso. 13 pra ser mais preciso.
",negative
"estou usando ha um mes e estou amando.  super rapido .
",positive
"O custo do frete inibe a compra do equipamento, acima de R$ 400,00. Seria bom rever este critério, como também dar desconto para pagamento a vista n o Boleto
",negative
"É leve, rápido, e construído com materiais de boa qualidade.  Pontos negativos: As portas USB são muito apertadas, dificultando na hora de conectar e principalmente desconectar dispositivos. Poderia ter um SSD no lugar do HD tradicional.
",positive
"Não tem falando geração de processador , tipo de memoria e etc... como vou saber essas coisas? :(
",negative
"""Desde o início começou a esquentar além do normal. No quinto dia após a entrega """"morreu"""". Segundo a assistência da Positivo, a fonte teria queimado. Tenho uma amiga que teve um positivo e que nunca deu problema. Infelizmente, fui sorteada para receber um produto com defeito, mas, a agilidade das <empresa> em cancelar a compra foi surpreendente. Desde a solicitação, fui acompanhada até o estorno do valor no cartão de crédito. No mesmo dia fiz nova compra nas <empresa>...só que....agora escolhi um Dell.""
",negative
"Produto super prático e a entrega foi feita antes do previsto, já que estava até com medo de chegar atrasado por conta da greve mas deu tudo certo e como sempre recomendo a compra pela <empresa>!
",positive
"muito bom o produto chegou antes do prazo chegou em ótimo estado vale a pena eu recomento
",positive
"Apena poderiam colocar um teclado melhor. De resto é um otimo produto.
",negative
"Eu não estou conseguindo rastrear esse produto, favor me enviar localização desse objeto.
",negative
"o COMPUTADOR É MUITO BOM, PORÉM A ENTREGA DA <empresa>. COM É PÉSSIMA. DEMORARAM QUASE 10 DIAS A MAIS DO PRAZO PARA ENTREGAREM E NÃO RESPONDEM AS SOLICITAÇÕES SOBRE O ENVIO DO MESMO. PÉSSIMA EMPRESA PARA SE COMPRAR. NÃO RECOMENDO A <empresa> PARA NINGUÉM.
",negative
"Eu comprei para minha filha, e ela achou além de bonito é excelente para o trabalho dela
",positive
"Perfeito. Os melhores produtos só encontro aqui Fácil de instalar, chegou no prazo
",positive
"Recomendaria o produto se vocês me entregassem, há um mês atrás fiz a compra e até agora o status no rastreio é que o notebook não chegou a unidade dos Correios. Decepcionada com a <empresa> e o seu descaso ao atendimento ao cliente.
",negative
"Muito bom, recomendo para todas as tarefas, ótimo desempenho, rápido.
",positive
"DEPOIS QUE COMPREI UM EM 2012, ESPOSA E FILHA TEM DA MESMA MARCA.
",positive
"Produto atendeu minhas expectativas, é muito bom! Leve e de bom tamanho para transportar. Funciona muito bem, a bateria dura bastante. E a entrega foi super rápida, entregou em 4 dias (Lojas <empresa>). Super recomendo para quem quer um notebook para um uso de nível intermediário (que não vá rodar muitos programas de edição de imagem e vídeo).
",positive
"O pedido ainda não foi entregue e nem tem previsão e vocês mandam eu dar a opinião do produto? É uma piada? Já são quase duas semanas em atraso e nenhuma posição da loja.
",negative
"Compro sempre sempre nas <empresa> mas não sei se vou ainda comprar, pois o produto passou uma eternidade para chegar
",negative
"O produto é excelente e foi entregue sem problemas dentro do previsto.
",positive
"Um notebook que custa R$1650 com tela Full HD como esse já sai disparadamente á frente da concorrência não somente pela tela, mas pelo conjunto da obra: design, sistema operacional e possibilidade de upgrade, pois ao contrário de outras fabricantes, a Samsung criou essa facilidade com compartimentos acessíveis na parte inferior, ou seja, é só desparafusar uma pequena tampa. Para quem faz uso básico como assistir filmes, tarefas leves como enviar e-mail e acessar redes sociais esse notebook é perfeito. Porém, comprei para outra pessoa, pretendo comprar um mais robusto para meu uso profissional de edição de imagens e vídeos, ciente que esse modelo não atenderia, talvez o X51 Expert, mas não tem tela IPS. Espero que as fabricantes, inclusive a Samsung comecem a ofertar notebooks com tela IPS e SSD, pois é o mínimo que um profissional busca.
",positive
"Sempre que peço coisas pela as lojas <empresa> chegam sempre muito rápido e o notebook e excelente e surpreendeu minha expectativa é  e super rápido .
",positive
"ótimo para estudo e entretenimento! Prático e fácil de manusear, o único problema é que o Pacote Office tem validade e necessita ser comprado.
",positive
"Produto com defeito, quase 1 mês e ainda não resolveram meu problema
",negative
"Estou muito satisfeito com a compra e também estou muito satisfeito com a agilidade da entrega, notebook muito bom e ágil para as tarefas que preciso fazer no mesmo, recomendo a compra.
",positive
"Ótimo produto. Boa relação custo x benefício. Vale a pena.
",positive
"Produto excelente... leve.. rápido.. com muito espaço...o serviço de suporte assistido é fantástico... atendente virtual te ajuda com tudo...  O único ponto que eu colocaria era que poderia ter o Office instalado... pois é um pacote básico para qualquer computador. Não precisa ser o mais top, mas uma versão onde possa-se se usar o básico do word e excel...
",positive
"Excelente aparelho além de lindo. Entrega no prazo.  Eu recomendo
",positive
"Produto moderno, bonito e de facil uso, superou minhas expectativas e.
",positive
"Não é top, mas é um bom produto é com possibilidade de expansão
",positive
"Ótimo notebook muito bom para jogos não travou nenhum dos meus jogos!
",positive
